,Unnamed: 0,market_date,company_symbol,news_id,headline,is_volatile
28473,28473,2012-09-20,GM,59501c3a-1720-434c-8516-178cb20048cf,g m executive affirms commitment opel,0
28476,28476,2012-09-24,GM,91cf0467-72b6-437f-997b-a328070a033f,yesterday gone tomorrow,1
28477,28477,2012-09-28,GM,8400ff64-af61-40b7-a53e-cc053a7df958,2012 paris motor show,1
28478,28478,2012-09-28,GM,dea07499-9c3c-42f9-bfdf-b7b7cf94f23c,european automakers face stunted future,1
28480,28480,2012-10-01,GM,151c0e0d-199e-4e59-8d9c-a144ab691e81,general motors recalls 41 000 cars crossovers fuel leak,0
28482,28482,2012-10-03,GM,9eccb2aa-82eb-4109-847c-673ad5142118,auto sales highest 4 years,1
28483,28483,2012-10-04,GM,0ea8083b-0054-4e47-8448-491a6912b091,david buick son scotland friend flint honored two statues,0
28491,28491,2012-10-23,GM,9a75aa0e-824a-42e8-8608-0e1e24ea6916,g m plans software patch address stalling chevrolet volts,1
28492,28492,2012-10-23,GM,34b7330e-f27e-4757-b248-e9e7b8dc7308,bankruptcy alternative automakers ,1
28493,28493,2012-10-23,GM,4eb79fb6-f573-4385-b97b-879400550c3a,wheelies charged argument edition,1
28496,28496,2012-10-31,GM,29010a7c-dae2-4e50-b49c-4697f643620c,taste next corvette g m offers peek new v 8,1
28497,28497,2012-10-31,GM,248559d3-f36a-4b8e-82d2-50dd7972ebb6,ford continues slide reliability survey  japanese brands top,1
28498,28498,2012-10-31,GM,03d24450-8c30-49b2-a743-d417829474a3,chevrolet produce hot wheels edition camaro,1
28499,28499,2012-10-31,GM,ac6ea1e9-d2f1-45a1-8d3e-563f77caa97e,2 american automakers rebut claims romney,1
28501,28501,2012-11-01,GM,6a6c0b1d-7e36-480e-935b-96c08899afb8,romney versus automakers,0
28504,28504,2012-11-07,GM,ee53ce0c-28e6-4fd9-abe3-2fd5c34a66e4,wheelies post election edition,1
28505,28505,2012-11-08,GM,9626d6f5-e2f0-4e8f-b652-369422273af8,wheelies hurricane sandy edition part 2,0
28508,28508,2012-11-14,GM,332e3ea9-a893-4e7c-bb15-92d7c0712dc8,chevrolet spark e v debut los angeles auto show,1
28510,28510,2012-11-19,GM,9b859cf3-2b78-458b-a39b-fa597da640e6,2012 nascar sprint cup champions keselowski penske dodge,1
28513,28513,2012-11-26,GM,920c822e-ff32-4e18-ad8a-a31741904549,seeing dark yes also meant seen,0
28514,28514,2012-11-26,GM,5dbd8b67-cb0e-4b6d-8c98-0a7f37b4a587,freeway drones futuristic highway patrol,0
28515,28515,2012-11-26,GM,5d80ff12-680c-43e9-bfff-3c91d171e6dd,toyota lexus tops kelley blue book resale value survey,0
28517,28517,2012-12-03,GM,9062075b-e93d-4749-842b-f4a5e2636cf1,lincoln seeking reboot gets new hardware,0
28522,28522,2012-12-04,GM,1866b135-1b35-47e5-a4b6-2a6ea7973148,michigan town woos hollywood ends bit part,0
28523,28523,2012-12-10,GM,4f860520-5576-4823-b7c8-8c7e6ca55479, corvette sixty years ,0
28525,28525,2012-12-13,GM,2378bce2-e7e8-4585-ad6f-459957292b79,general motors refreshes top selling trucks,1
28526,28526,2012-12-14,GM,223f0a3b-8dfd-4b00-a216-7e8d6b0a00b9,gain rising sales g m redesigns pickups,1
28527,28527,2012-12-17,GM,88f4ad78-72e4-41e9-887c-7bb6e53ac10e,week business pictures dec 14,0
28531,28531,2012-12-19,GM,f03837fd-352b-46ef-8a77-4acf0d3802fd,treasury sell g m stake within 15 months,1
28532,28532,2012-12-21,GM,091b27d2-ae24-4e34-b456-55052c9c3dfd,g m recalling 119 000 pickups missing hood latch,0
28536,28536,2013-01-02,GM,e080e2c9-923c-44de-9e2b-9bba5e3f4dd9,polk forecasts increased american vehicle sales production 2013,0
28541,28541,2013-01-07,GM,0b70be97-6bb7-4055-9c87-ef931df9e15b,digital connections increase selling point study says,0
28542,28542,2013-01-07,GM,9b2b883d-fe61-4915-84d2-c9f8da5e7a33,polite stand,0
28546,28546,2013-01-11,GM,bed6c496-d3f4-4da4-8dc9-912c9b13c9d9,wheelies we are hiring edition,0
28550,28550,2013-01-14,GM,c4f72a3c-3e7c-4239-8383-db655f8cadc4,rear engine corvette never,0
28551,28551,2013-01-14,GM,eb88d363-d3fc-4165-ae02-49b821d72168,new sting corvette,0
28553,28553,2013-01-16,GM,a3d56559-15f7-4f86-932a-80e07bd9fc56,trinkets doodads looking,1
28554,28554,2013-01-16,GM,d73ada0b-1dd6-48ea-a263-96339480146b,2 makers press case electric cars,1
28557,28557,2013-01-22,GM,ac31990b-8fd5-4427-acc5-c24b1924af73,new looks car second face ,1
28558,28558,2013-01-22,GM,f2633081-b562-4f4e-a33b-63f6dbf04b7f,recession that yesterday,1
28559,28559,2013-01-22,GM,80f91519-eb1a-47db-9fca-56b08980520b,parade positive thinking paced new corvette,1
28560,28560,2013-01-22,GM,f8842629-cbf7-4ae4-9375-72172848cdbd,digital paradise dashboard light,1
28561,28561,2013-01-22,GM,32188b1d-914a-4a18-83e7-7f28f9a29ee4,talking new generation redesigned engine corvette,1
28562,28562,2013-01-22,GM,a0b39bd2-eac1-4f2d-8f08-07202fc1234f,monday motorsports peterhansel wins dakar rally,1
28563,28563,2013-01-22,GM,6c875810-7b13-4be8-ad18-d407924dcd32,reunion car model makers,1
28564,28564,2013-01-28,GM,0b332707-4678-4ee5-8fbc-13608a1d52ae,star power sale,0
28569,28569,2013-01-30,GM,afc6a2c2-6577-48ac-b637-e07d4eb2363b,toyota recalling 1 million vehicles air bag wiper problems,1
28570,28570,2013-01-30,GM,6069bd59-ef4d-4d9b-a37c-6c8e649aae5f,mcqueen final movie ride goes auction,1
28572,28572,2013-02-04,GM,22393742-38ab-4b2b-a195-4a88c9f03e30,car sales climb sharply strong start 2013,0
28573,28573,2013-02-05,GM,dd609d75-845d-42b5-b051-ce9cd6e71895,wheelies m v p edition,1
28577,28577,2013-02-15,GM,152d7d79-e9eb-40a9-97c3-67463ba13f39,g m 8217 profit rises despite weakness europe,0
28580,28580,2013-02-19,GM,48126086-c0ba-4245-8e6c-cc062b194fe5,trucks waiting what coming next,0
28581,28581,2013-02-19,GM,ef09ef4a-1bc1-47fe-879f-5f71d599350c,2014 ss chevrolet answers question anybody asking ,0
28582,28582,2013-02-21,GM,e7a3d957-f19c-4210-acc6-25f9791ddaeb,vw introducing hot diesel hatch europe,1
28583,28583,2013-02-25,GM,5bb5a8e4-1b32-4eaf-8c67-968643d38adb,coming track and showroom near,1
28584,28584,2013-02-25,GM,6f5ab289-daa0-4963-89ce-8652e61666f7,new ss chevrolet nascar,1
28585,28585,2013-02-25,GM,486308c4-9312-4f6d-85b4-d9cfcf996b1f,at t general motors bring wireless data cars,1
28586,28586,2013-02-27,GM,19bcaeb8-c837-4c0f-9523-dd116d6e503d,wheelies shameless use of photo edition,1
28587,28587,2013-03-04,GM,0bd687ff-8fb8-4cfe-bccf-453cba9ac1ec,auto sales rise 3 7 lifted upturn home construction,0
28592,28592,2013-03-11,GM,872185ed-43bf-4b2d-b82d-42e88b41d7e9,calling false alarms,0
28593,28593,2013-03-11,GM,d02f22ac-e8dd-40ed-888f-8a411bc54a70,embarrassment riches,0
28594,28594,2013-03-20,GM,f75a6a1a-c34b-4a56-8ac4-611c84116b6b,safety agency upgrades inquiry mercedes benz e class sedans,1
28597,28597,2013-03-25,GM,68dd0613-b8a7-4768-a9dd-4d078aa03c28,little luxury ,0
28605,28605,2013-04-02,GM,672958a3-55f8-4c3c-a944-e4162ae08555,subaru recalls 215 000 outbacks legacies corrosion brake lines,0
28606,28606,2013-04-05,GM,d36c3278-7a39-47fa-ba28-b93e18ee1289,big detroit iron meets cosmic themed dinosaur art,0
28608,28608,2013-04-11,GM,89fdb980-297d-4353-a0a6-9920243a1454,g m goes germany reaffirm support opel,1
28609,28609,2013-04-12,GM,423ba691-90ad-4167-8151-409433bf0086,wheelies fantasy electric truck edition,0
28610,28610,2013-04-15,GM,0312972e-4a56-4269-bba8-9f93daf1952d,high class hand me down,1
28611,28611,2013-04-15,GM,60f9ae5d-a5ab-4536-8d3e-2dc30a7b3c69,bequest boy next door,1
28612,28612,2013-04-15,GM,a7caebf3-23d6-40e7-b796-84947cb9d038,rivals showroom ford g m develop transmissions jointly,1
28613,28613,2013-04-16,GM,20937a4d-d32d-4f82-a211-df16b1641cec,g m enters 3 cylinder engine arms race,1
28615,28615,2013-04-18,GM,48e5353c-3e62-4927-a666-b9a11080a9fd,new car sales fall 10 2 europe continuing slump,0
28617,28617,2013-04-22,GM,178af062-f367-40e2-95a6-d4892dea9b61,ford g m teamwork transmissions,0
28618,28618,2013-04-22,GM,e0b2d3e5-75e2-4cdf-b396-2ff44cdc1b97,chinese auto buyers grow hungry larger cars,0
28619,28619,2013-04-23,GM,592bf4a8-7bc0-4669-8f01-279d32198a2c,frank lloyd wright house meets old cadillac,1
28622,28622,2013-05-02,GM,e36983f1-5435-4993-876b-61ec109f4065,talking 2014 chevrolet impala g m improved mylink,1
28623,28623,2013-05-02,GM,97339b8a-cff5-46f6-b383-860adcd95168,g m mountain dew drop ads criticism,1
28624,28624,2013-05-02,GM,6a6af4f1-6eb5-43bf-871a-546ce684e6e4,truck sales led strong april american automakers,1
28625,28625,2013-05-03,GM,f6b88584-e43b-488d-a230-bf201d06c3be,wheelies juiced beetle edition,1
28626,28626,2013-05-03,GM,91dec0bd-fd79-4982-bff9-7d32bce09f65,g m profit falls 14 speaks progress,1
28627,28627,2013-05-06,GM,0cf8e7b6-a7cb-48c9-9b3a-7a05e3e682f9,bold new morrokide era classic cars then ,0
28629,28629,2013-05-08,GM,7d7427f3-bf3b-4757-8868-a98c7a529919,wheelies supercar cops edition,0
28632,28632,2013-05-15,GM,1d536241-737e-4bcf-84e8-1e129052ea0e,nissan nv200 vans wear chevrolet bow ties,1
28634,28634,2013-05-20,GM,972d5bf7-6e62-469e-b115-c54f8051f5bc,face forward,0
28636,28636,2013-05-20,GM,600613a2-25de-465d-bf89-0ebd3826adde,tracy mack askew chevrolet vehicle line manager ,0
28639,28639,2013-05-29,GM,c60955be-55aa-4a58-b7b9-0c91a20ff007,wheelies luxury truck edition,0
28642,28642,2013-06-04,GM,e14b06a0-4792-40ee-93d4-fbc7ef39139d,n h t a investigates whether g m expand air bag recall,0
28643,28643,2013-06-04,GM,0c44c0ea-c494-4b81-be24-053137644a5d,ford showing vigor industry recovers,0
28644,28644,2013-06-05,GM,008cb34a-ae67-46af-b1a1-f1aafb7c6fd4,treasury plans sell 30 million g m shares,1
28647,28647,2013-06-10,GM,a06825d9-75b9-4ad5-a8cf-9502e82ffb79,air bag problems may affect 320 000 honda minivans,0
28649,28649,2013-06-13,GM,fcf253fe-190d-4950-b2c3-10aa2a67f38a,hagerty employees restore classic camaro,1
28651,28651,2013-06-14,GM,47f53b28-6d9d-4b87-8daf-79a7b5686c90,wheelies ask shall receive edition,0
28652,28652,2013-06-17,GM,5c567b57-e822-4e0b-a6ba-1660953251ba,sudden outbreak annoying noises,0
28654,28654,2013-06-20,GM,2aa6e2e1-1e50-4319-8248-9cc04bbd8c66,g m releases 2014 corvette stingray performance numbers,1
28655,28655,2013-06-24,GM,18fb4ce2-b16c-49b0-8ed3-aef1d2a26866,huge crowd converges le mans,1
28657,28657,2013-06-24,GM,bc8f5d5f-04a2-471c-9af7-56c1f5fc74b6,names and campaigns rankle,1
28658,28658,2013-06-24,GM,df913097-18d6-427f-8b5f-d1b957a9238f,monday motorsports bittersweet win danes le mans,1
28659,28659,2013-06-28,GM,9abb91eb-069b-4b26-aa85-981d47dccdd6,wheelies end era edition,0
28660,28660,2013-07-01,GM,51a3927f-2df6-4392-9301-ffe76c1a89f6,high performance machines zero horsepower,1
28661,28661,2013-07-01,GM,77f36822-c734-44ea-a52f-2b6c7f5492cc,detroit embracing new auto technologies seeks app builders,1
28663,28663,2013-07-02,GM,f9c3421c-d885-40d5-bf46-eab966e4e342,wheelies big brother watching edition,0
28664,28664,2013-07-03,GM,c1a6edbe-9cda-4a84-8fdc-3f81ee9d8f16,daily report g m honda partnership aims fuel cell end decade,0
28668,28668,2013-07-10,GM,ea56dc68-0c94-4319-b2e5-ff11925125ff,n h t a investigates hyundai santa fe adequacy g m recall,0
28673,28673,2013-07-22,GM,102c2385-f602-4bf1-ae7d-c14942a77fa2,fossil fuel mileage champ,0
28675,28675,2013-07-24,GM,ba0ba8e0-bc26-47d0-957b-4143d8a9a9be,wheelies dueling fords edition,0
28676,28676,2013-07-26,GM,5c4b582f-1a59-43e8-a75b-1e4baf99c260,g m says weakness asia leads drop profit,0
28679,28679,2013-08-02,GM,a438a737-66f0-44f5-a129-f5f3ab5ff86e, united states carmakers post strongest july sales since 2006,0
28684,28684,2013-08-16,GM,eabbddff-928f-4e0c-a79b-3f7e7829bc66,wheelies diminutive mustang edition,0
28686,28686,2013-08-19,GM,83876e44-d681-4c4c-8c66-742a04e07dcf,plugging outbreak leaks,0
28689,28689,2013-08-23,GM,3ab192b3-4a79-4227-9bcb-e5b2e0f5045a,review 2014 chevrolet impala,0
28692,28692,2013-08-28,GM,fd3aa414-4941-4fb2-b410-0d23e1e9fc5a,wheelies purloined chevrolets edition,0
28694,28694,2013-08-30,GM,30e76f25-b9ed-4a13-85aa-8e1308e3452e,look trabant el camino trabantimino ,0
28695,28695,2013-09-03,GM,3af25618-2a75-4a33-86cc-98abc5faf38b,choicest bites stingray,0
28697,28697,2013-09-03,GM,f32e11f5-85e6-4211-a175-25822b2dedd3,fast forward lessons corvette genealogy,0
28698,28698,2013-09-03,GM,ac6b3ef6-9025-42a0-adbc-9a6023e29c69,tale stingray,0
28703,28703,2013-09-10,GM,bf184d83-7375-4ff5-bf8a-cc608d74ab22,wheelies regal edition,0
28705,28705,2013-09-16,GM,86a45e4b-1a69-4f45-ba44-188da7663075,nebraska field low mileage dreams,0
28706,28706,2013-09-16,GM,11be25ce-304e-4d74-b346-2a0368fe399f,car fantasies comes caveats,0
28707,28707,2013-09-16,GM,a05682ca-c27e-448f-a5a0-c7971e0fa2cf,frankfurt debutantes,0
28708,28708,2013-09-18,GM,8d538803-0654-4e3e-a92d-7c2e56fc3212,wheelies 3 million mile edition,1
28709,28709,2013-09-19,GM,2900e97a-df86-4858-b5ab-25b646ba14d2,wheelies stingrays away edition,0
28712,28712,2013-09-23,GM,25571d28-bb51-4be5-a448-f8cb4f7afddf,v 8 expats roll england,0
28720,28720,2013-10-03,GM,64c37af5-ce53-4e88-8810-147fe68f057b,crunching numbers lambrecht keeping old cars worth it ,1
28723,28723,2013-10-07,GM,f3647152-7db3-4341-9c01-72428f647cbb,g m recalls 1 600 sonics fuel tank defect,0
28725,28725,2013-10-15,GM,999395de-4672-4cbc-ba32-b71b29404446,wheelies anchorman edition,1
28726,28726,2013-10-15,GM,5a005eb4-ab78-45ae-8580-eb817dda0bf8,peugeot shares fall possibility deal raise capital,1
28727,28727,2013-10-16,GM,5ad5ea1f-bc3d-450d-9c91-fbba278cc554,2 automakers fear effects shutdown sales,0
28728,28728,2013-10-17,GM,1c95e8fb-3a53-4d60-8c46-188a1ad2d940,wheelies bifuel edition,0
28730,28730,2013-10-23,GM,b2673b4c-d8fe-4729-9d44-98db57261578,wheelies nonluxury lexus edition,0
28731,28731,2013-10-24,GM,1359843b-da36-4a9b-b113-2f01d6008794,benefits moving truck,0
28735,28735,2013-10-30,GM,0c9a19ce-67d7-4440-a8fa-af3ab91126c2,wheelies chinese cherokee edition,1
28736,28736,2013-10-30,GM,7d64f52f-5fa4-47c3-b55a-ce0df70fc555,concept goes paper sketch metal reality,1
28739,28739,2013-11-04,GM,2e5aea7e-ba31-4870-8d26-3ad2993415e5,big gains auto sales despite government pothole,0
28740,28740,2013-11-05,GM,da90a51e-1e5c-4f3d-b8d6-3311287bfecd,end assembly line,0
28741,28741,2013-11-07,GM,d6bb9f78-f26c-4f73-97be-081c604eee6a,sema show candy factory auto enthusiast,1
28743,28743,2013-11-11,GM,6579b4ec-5ff7-46a9-8ac6-894021fa01ea,artifact grim era detroit showrooms,0
28744,28744,2013-11-11,GM,bda757ea-9242-442e-aa74-10cd7ff8baec,early import fighter embarrassed,0
28746,28746,2013-11-18,GM,db811355-7243-418c-b5bf-95b886b00bd0,tripleheader open show season,0
28747,28747,2013-11-18,GM,00c6e15a-93b4-4d1c-8385-a722bbc5b229, art automobile ,0
28748,28748,2013-11-18,GM,3ba6f096-9502-490b-a193-0b7a622ae9f8,stingray returns styling la mode,0
28750,28750,2013-11-19,GM,21bacc88-8958-417d-8453-edb3192ce183,g m 8217 opel unit reaches deal close german plant,0
28752,28752,2013-11-25,GM,3887c95b-4766-46b6-9730-0f8c35fd5f2f,fuel cells center stage,0
28755,28755,2013-12-03,GM,26a3e319-a3ce-47a8-af03-a24e723e41cf,wheelies 9 3 resurrection edition,1
28757,28757,2013-12-06,GM,85220337-8e71-4d13-9a6e-46ec1b5593c3,classic car auctions value subjective,1
28758,28758,2013-12-06,GM,fc8aa914-ff79-4550-a1cf-a99e483286a6,world roads american wheels,1
28759,28759,2013-12-06,GM,6f6b6119-1aab-4768-9fc1-25a7f3de4012,g m pull back chevrolet sales europe,1
28760,28760,2013-12-09,GM,f8373b9c-4836-43dc-95fa-5ee6e079555e,wheelies shanghai fog edition,1
28761,28761,2013-12-09,GM,384c9e7c-35db-46c5-9f20-94545d4ba99f,alert red light cameras,1
28762,28762,2013-12-09,GM,21e047a1-ff27-45b2-9ca3-919f75f062f3,time equestrian transformation,1
28763,28763,2013-12-09,GM,c60dace2-0a1d-4364-8fe4-17078921f67b,federal reserve support really bailout,1
28766,28766,2013-12-11,GM,ac4496ad-924d-467e-a307-899f97727e8f,mary barra g m new chief speaking mind,0
28775,28775,2013-12-16,GM,979b28df-1d4b-4eb4-817c-233f315a1d44,video chevrolet breathes new life 2014 malibu turbo,1
28776,28776,2013-12-16,GM,b1c834fd-8326-4d26-acfc-26abda7ddbda,chatter sunday dec 15,1
28777,28777,2013-12-16,GM,906c01a3-52ee-4e2d-9d88-a9459bfd3374,high end hybrids,1
28778,28778,2013-12-16,GM,51637a9d-f9e3-4bcf-8c8e-281f2be4f49e,opulent meets efficient new wave luxury hybrids,1
28782,28782,2013-12-27,GM,61feb96c-0a3b-4386-b751-c9b971b4914f,wheelies fresh air volvos edition,0
28786,28786,2013-12-30,GM,0c2193c6-e7f6-4bbe-8322-80d4add6bcd1,dream boats,0
28788,28788,2013-12-30,GM,693d05c6-e59c-47b5-8cdd-0e8db4a61f28,lawrence ulrich top 12 2013,0
28789,28789,2014-01-06,GM,4c8617a4-a639-46c1-9ebd-367ca61a62aa,n h t a tells child seat manufacturer conduct recall  chevrolet pickups range rovers also recalled,1
28790,28790,2014-01-06,GM,46c0eb0b-4ed7-465f-80cc-09e7de4767b8,annual sales american automakers reach 6 year high,1
28791,28791,2014-01-06,GM,5bfb2910-cf15-4c1c-a1a3-f5eb7dc76154,fixes ticks clicks leaks,1
28792,28792,2014-01-06,GM,4940a945-73d1-4977-a339-cb7193183d59,cute precious,1
28793,28793,2014-01-06,GM,85e63a69-da74-4805-bc73-f9da7b28fc55,electric service 199 month,1
28794,28794,2014-01-08,GM,58b08af2-aea1-4e53-a088-cf57dc815c57,chevrolet introduces corvette performance data recorder c e ,0
28795,28795,2014-01-09,GM,e5197d97-ac12-4a0b-be29-2244174d36f0,wheelies g m year snake edition,0
28796,28796,2014-01-13,GM,64a8490c-ce21-492d-8fba-4187c39ee118,g m announces recall silverado sierra trucks,0
28800,28800,2014-01-13,GM,747eeeeb-f5d0-46e0-90bd-ac754fb8cc60,buffing battered city image,0
28808,28808,2014-01-21,GM,67223b0d-cc65-4895-93e6-35e7d83a8367,car could talk would speak sensual clarity ,0
28811,28811,2014-01-22,GM,767448d8-b6c6-497c-8fc6-5683e4e4f85d,minicars worst performers small overlap front crash test,0
28812,28812,2014-01-24,GM,e6a39675-0285-4a66-9b8b-9220f3f0a8ef,speeding g m comeback,1
28814,28814,2014-01-27,GM,9005f7df-991a-4974-88b9-4e854917491b,makers pack new cars technology younger buyers shrug,0
28817,28817,2014-01-31,GM,1103cf6e-1c77-4df9-ad2d-1f006ac69717,super bowl showcase automakers,1
28818,28818,2014-02-03,GM,2b895610-321e-43f7-bc80-a01dc03f9355,wheelies small car smashup edition,1
28819,28819,2014-02-03,GM,8ed3c1dd-336d-4861-885b-90d3e454ea63,big business joins obama effort aid long term unemployed,1
28820,28820,2014-02-03,GM,aadaa685-7e50-46fa-aa07-e2f3a9d05597,cadillac lays wreath rest,1
28821,28821,2014-02-03,GM,1151b488-0036-4c54-a8ca-176cdad31cdb,cts vsport bmw beater,1
28822,28822,2014-02-03,GM,0b91caf9-eb9c-45d4-85a6-e51158ea8a63,german lessons paying,1
28823,28823,2014-02-03,GM,fb3b9d66-b86c-4cf7-84f6-98d8aef7cd46,cadillac says achtung ,1
28824,28824,2014-02-03,GM,46a64178-099f-4602-9ab0-ff3dbc989509,singing toilets instead tonys,1
28825,28825,2014-02-03,GM,a2edb14f-537d-4dce-ad6f-5fa06a647af6,twitter reports earnings  debt ceiling looms,1
28828,28828,2014-02-07,GM,6e72fb26-5b58-4f19-80bd-b4e19e555197,rise profit g m europe unit falters,1
28829,28829,2014-02-11,GM,cb10d39c-2b60-47a5-8da3-1ade32d77840,g m reveals c e o pay details counter gender bias criticism,0
28830,28830,2014-02-12,GM,70450680-0dc6-40ee-8854-22cf97e5c55f,vehicle dependability declines significantly j d power study,0
28831,28831,2014-02-12,GM,9aafc519-e6a2-4e8f-99a0-1fb7af91f9f5,wheelies adac sings blues edition,0
28833,28833,2014-02-14,GM,91ea3fcc-899c-4e9f-b361-996a2246e0dd,general motors recalls 778 000 small cars ignition switch problem,1
28834,28834,2014-02-18,GM,b331c6ab-21e2-46e0-9791-357d54ef262a,wheelies global pentastar edition,0
28835,28835,2014-02-18,GM,1c64645b-b27e-490e-a3d4-7a855e110ed1,low key makeover,0
28838,28838,2014-02-21,GM,6061f3ef-6ceb-4a4b-8e59-deea1a2f595a,g m recalls cars all ignition switch problem,0
28842,28842,2014-02-25,GM,e6269335-46f3-457a-967f-11bf695629f5,monday motorsports dale earnhardt jr outruns rain crashes competition daytona,0
28843,28843,2014-02-26,GM,83e474d8-4fa9-4480-939f-26462f6cc98c,g m report shows recall investigation took 10 years,1
28844,28844,2014-02-26,GM,5d2a6344-0724-469f-b1ea-cb27c21bd7ec,g m expand small car recall 1 4 million vehicles,1
28847,28847,2014-02-28,GM,b0348114-90de-435c-b75a-5e9836028c31,g m announces repairs recall 1 4 million cars,0
28850,28850,2014-03-04,GM,b0b79bed-a748-4c7a-9cb2-702ad5d0900d,carmakers say sales sluggish chilly february,1
28851,28851,2014-03-05,GM,83da44ae-6da8-4034-884c-808865e53238,g m barra promises investigate recall handled,0
28852,28852,2014-03-05,GM,5848f0d9-9efb-483b-adf2-e71291574fca,crisis ukraine threatens russia market auto sales growth,0
28857,28857,2014-03-10,GM,24f2cdf0-d68a-44d4-99a8-38b448da3ae4,auto regulators dismissed defect tied 13 deaths,0
28859,28859,2014-03-10,GM,674b67ba-5bf1-43fe-96a0-3da92eb821e9,many lust for might afford,0
28861,28861,2014-03-11,GM,ec00746c-306e-4301-97fb-d8fa60527c8d,house investigate slow response fault g m vehicles,1
28863,28863,2014-03-12,GM,1a985750-3afd-4473-9f9d-d9686e0b4dc3,wheelies hybrids edition,0
28864,28864,2014-03-14,GM,4523f280-45b9-49e1-87a3-10e67a338bab,center auto safety letter n h t a ,0
28865,28865,2014-03-13,GM,4834aa68-289b-406c-a72b-c3da26007ee5,times minute g m legal woes,1
28866,28866,2014-03-13,GM,f7856767-df0c-4958-8830-8a2591b87a00,g m reveals told ignition defect 01,1
28867,28867,2014-03-13,GM,18e660e0-1cc2-42e5-9732-a5b33f53e86e,lawyers prepare g m suits novel strategies,1
28868,28868,2014-03-13,GM,13224024-57c9-41c3-8345-038ddc5d26fc,tougher car safety rules,1
28869,28869,2014-03-13,GM,03abaf04-6629-4c87-b9ac-3c7029e435d6,huge recall g m sets painful questions crashes,1
28870,28870,2014-03-14,GM,45d9b174-e6b6-4f9e-b5ab-c09eedf4f2b6,former g m chief returns carlyle,0
28876,28876,2014-03-17,GM,af86a9b0-9c25-4b00-befa-488a85c97803,canada explores g m link accidents,0
28880,28880,2014-03-20,GM,cdd4f5ce-51c8-400a-90fd-4ce08e280335,toyota fined 1 2 billion concealing safety defects,0
28886,28886,2014-03-24,GM,9dd1944d-a0e9-4f6f-83f9-97a60ae89dae,fresh kentucky sinkhole recovered vettes draw crowds,0
28887,28887,2014-03-24,GM,dcd5dfc6-9c38-4f48-882a-0b2da1a1ba4b,taking bids next beast,0
28889,28889,2014-03-24,GM,855d922a-e4d9-4755-bd22-49d351cbdd51,g m findings vs drivers experiences,0
28892,28892,2014-03-24,GM,014013aa-cf20-4927-b08a-fbbc30ec2ce8,g m uses social media manage customers reputation,0
28894,28894,2014-03-25,GM,fcf4f7e3-94f6-4592-a95c-6b97e7c3b9da,general motors misled grieving families lethal flaw,1
28898,28898,2014-03-28,GM,305a3559-e87a-487b-b971-2c29fddb8ff3,g m sent letter didn t issue recall faulty air bags,0
28902,28902,2014-03-31,GM,038fcf47-b8a9-41db-b703-bacb3ccf14c3,g m recall total 2014 reaches 4 8 million,0
28910,28910,2014-04-01,GM,a33241c7-b3bf-4aa8-b4f3-54e00cdd2120,victims families cobalt problems,0
28911,28911,2014-04-01,GM,66a83689-6fc2-464a-87bf-eaa2bcbaaa42,cobalts seen lemons start state data shows,0
28912,28912,2014-04-01,GM,5f46aae4-aa85-43e9-9e32-9b24fef65d9c,auto safety agency ready point finger g m ,0
28913,28913,2014-04-02,GM,2f7e81b2-306f-4b78-8dee-1a461e5c06cb,times minute g m faces congress,0
28920,28920,2014-04-02,GM,8fe87325-5dc1-4da5-9dc7-69a6ed2767e6,families urge g m get defective vehicles road,0
28921,28921,2014-04-02,GM,14d7cc5c-c233-4abc-b335-2e213b193544,hearing g m defects document points inconsistency,0
28922,28922,2014-04-03,GM,2f3b8b22-6aba-4c30-bb2e-f60529ffd4c4,buy american car ,0
28924,28924,2014-04-03,GM,bd488657-78f0-4fae-b0e0-156945722c9c,g m chief faces ire senators hearing,0
28925,28925,2014-04-04,GM,68c68ad4-78ef-4b47-a1c5-89450ed7828a,g m turns experienced crisis experts,1
28926,28926,2014-04-07,GM,ec691bd7-a9a0-4907-a3bf-8af8334cff9a,second maker car seats cites buckle flaw recall,1
28927,28927,2014-04-07,GM,6e8143cd-ff67-4904-a918-53e0718c8256,understanding particulars g m 8217 safety recall,1
28928,28928,2014-04-07,GM,3a9f207c-d21b-4d69-8eba-d89444602440,wheelies kia people mover edition,1
28929,28929,2014-04-07,GM,20a2cb7c-f626-4a9c-b4f6-32987384efae,wallet ethics enforcer,1
28930,28930,2014-04-07,GM,8645cf85-ef4f-404f-bc9f-b613aa7bbdd6,minding minders g m ,1
28931,28931,2014-04-08,GM,0d4202c3-d3c5-4bd4-90ee-ee1a16f9639f,g m cobalt crisis,0
28933,28933,2014-04-09,GM,61df1b96-67bc-4ac8-b333-94bde7b8cbe9,g m invest 449 million 2 factories build next volt,1
28934,28934,2014-04-09,GM,90b7a9a9-9352-45de-8d89-16e5acab1efc, united states fines general motors 28 000 cooperating ignition flaw inquiry,1
28936,28936,2014-04-14,GM,0f9a0c05-1232-4281-8913-a1b426d5d5ed,house g m hearing documents,1
28937,28937,2014-04-11,GM,ea6a4678-2ea0-49d3-a308-87c2f0267010,congress belief human life priceless,1
28938,28938,2014-04-11,GM,e6b61924-5511-4ab8-b97f-637c82a934db,wheelies bmw x6 fighter edition,1
